date,mvBeds,inHospital,admissions,newCases,deaths
2021-08-31,1014.0,7678.0,1003.0,32181,50.0
2021-09-01,1030.0,7682.0,1083.0,35693,207.0
2021-09-02,1038.0,7622.0,1001.0,38154,178.0
2021-09-03,1034.0,7671.0,928.0,42076,121.0
2021-09-04,1019.0,7556.0,953.0,37578,120.0
2021-09-05,1018.0,7751.0,879.0,37011,68.0
2021-09-06,1062.0,8037.0,1079.0,41192,45.0
2021-09-07,1047.0,7981.0,1105.0,37489,209.0
2021-09-08,1060.0,8137.0,1165.0,38975,191.0
2021-09-09,1051.0,8146.0,1035.0,38013,167.0
2021-09-10,1056.0,8317.0,923.0,37622,147.0
2021-09-11,1027.0,8145.0,850.0,29547,156.0
2021-09-12,1055.0,8255.0,865.0,29173,56.0
2021-09-13,1056.0,8478.0,941.0,30825,61.0
2021-09-14,1060.0,8401.0,948.0,26628,185.0
2021-09-15,1081.0,8407.0,948.0,30597,201.0
2021-09-16,1020.0,8125.0,894.0,26911,158.0
2021-09-17,1011.0,7918.0,753.0,32651,178.0
2021-09-18,1004.0,7707.0,759.0,30144,164.0
2021-09-19,1006.0,7758.0,731.0,29612,56.0
2021-09-20,982.0,7809.0,812.0,36100,49.0
2021-09-21,943.0,7636.0,803.0,31564,203.0
2021-09-22,939.0,7429.0,754.0,34460,166.0
2021-09-23,916.0,7179.0,780.0,36710,182.0
2021-09-24,878.0,6928.0,731.0,35623,180.0
2021-09-25,874.0,6974.0,675.0,32468,127.0
2021-09-26,839.0,6835.0,671.0,32417,58.0
2021-09-27,831.0,7066.0,784.0,37960,40.0
2021-09-28,826.0,7049.0,780.0,34526,167.0
2021-09-29,813.0,6935.0,812.0,36722,150.0
2021-09-30,815.0,6791.0,709.0,36480,137.0
2021-10-01,805.0,6623.0,695.0,35577,127.0
2021-10-02,764.0,6474.0,697.0,30301,121.0
2021-10-03,778.0,6631.0,718.0,30439,43.0
2021-10-04,769.0,6822.0,811.0,35077,33.0
2021-10-05,800.0,6898.0,838.0,33869,166.0
2021-10-06,807.0,6883.0,780.0,39851,143.0
2021-10-07,808.0,6832.0,822.0,40701,122.0
2021-10-08,780.0,6810.0,787.0,41765,150.0
2021-10-09,768.0,6754.0,769.0,34950,133.0
2021-10-10,744.0,6926.0,735.0,34574,38.0
2021-10-11,747.0,7080.0,848.0,40224,28.0
2021-10-12,780.0,7110.0,943.0,38520,181.0
2021-10-13,781.0,7125.0,929.0,42776,136.0
2021-10-14,783.0,7183.0,919.0,45066,157.0
2021-10-15,791.0,7196.0,956.0,44932,145.0
2021-10-16,805.0,7222.0,886.0,43423,148.0
2021-10-17,819.0,7493.0,973.0,45140,57.0
2021-10-18,826.0,7861.0,1090.0,49156,45.0
2021-10-19,851.0,8010.0,1111.0,43738,223.0
2021-10-20,872.0,8266.0,1117.0,49139,179.0
2021-10-21,892.0,8360.0,984.0,52009,115.0
2021-10-22,889.0,8344.0,943.0,49298,180.0
2021-10-23,869.0,8337.0,914.0,44985,135.0
2021-10-24,885.0,8506.0,971.0,39962,72.0
2021-10-25,913.0,8830.0,1066.0,36567,38.0
2021-10-26,952.0,8947.0,1117.0,40954,263.0
2021-10-27,945.0,9052.0,1153.0,43941,207.0
2021-10-28,944.0,9130.0,1082.0,39842,165.0
2021-10-29,962.0,9227.0,1031.0,43467,186.0
2021-10-30,968.0,9279.0,903.0,41278,166.0
2021-10-31,980.0,9431.0,1009.0,38009,74.0
2021-11-01,1030.0,9676.0,1098.0,40077,40.0
2021-11-02,1024.0,9659.0,1080.0,33865,293.0
2021-11-03,1019.0,9444.0,983.0,41299,217.0
2021-11-04,1034.0,9298.0,879.0,37269,214.0
2021-11-05,1026.0,9098.0,858.0,34029,193.0
2021-11-06,1018.0,8852.0,827.0,30693,155.0
2021-11-07,1012.0,8872.0,885.0,30305,62.0
2021-11-08,1026.0,9023.0,1012.0,32322,57.0
2021-11-09,1023.0,8974.0,993.0,33117,262.0
2021-11-10,1008.0,8903.0,983.0,39329,214.0
2021-11-11,999.0,8750.0,957.0,42408,195.0
2021-11-12,989.0,8658.0,890.0,40375,145.0
2021-11-13,974.0,8521.0,773.0,38351,157.0
2021-11-14,979.0,8608.0,807.0,36517,63.0
2021-11-15,968.0,8766.0,837.0,39705,47.0
2021-11-16,938.0,8489.0,897.0,37243,214.0
2021-11-17,935.0,8240.0,860.0,38263,201.0
2021-11-18,923.0,8141.0,838.0,46807,199.0
2021-11-19,911.0,8089.0,769.0,44242,157.0
2021-11-20,908.0,7968.0,732.0,40941,150.0
2021-11-21,913.0,8063.0,756.0,40004,61.0
2021-11-22,928.0,8157.0,741.0,44917,45.0
2021-11-23,919.0,7943.0,779.0,42484,165.0
2021-11-24,928.0,7695.0,910.0,43676,149.0
2021-11-25,925.0,7685.0,773.0,47240,147.0
2021-11-26,925.0,7585.0,728.0,50091,160.0
2021-11-27,911.0,7430.0,715.0,39567,131.0
2021-11-28,919.0,7460.0,709.0,37681,51.0
2021-11-29,916.0,7687.0,801.0,42583,35.0
2021-11-30,931.0,7695.0,828.0,39716,159.0
2021-12-01,895.0,7367.0,820.0,48374,171.0
2021-12-02,895.0,7439.0,834.0,53945,141.0
2021-12-03,900.0,7348.0,729.0,50584,143.0
2021-12-04,895.0,7201.0,740.0,42848,127.0
2021-12-05,882.0,7302.0,836.0,43992,54.0
2021-12-06,901.0,7409.0,866.0,51459,41.0
2021-12-07,880.0,7393.0,938.0,45691,180.0
2021-12-08,890.0,7411.0,879.0,51342,161.0
2021-12-09,900.0,7478.0,941.0,50867,148.0
2021-12-10,901.0,7429.0,810.0,58194,120.0
2021-12-11,883.0,7394.0,784.0,54073,132.0
2021-12-12,893.0,7516.0,861.0,48854,52.0
2021-12-13,900.0,7732.0,907.0,54661,38.0
2021-12-14,896.0,7729.0,936.0,59610,150.0
2021-12-15,888.0,7650.0,934.0,78610,165.0
2021-12-16,875.0,7663.0,904.0,88376,146.0
2021-12-17,879.0,7536.0,866.0,93045,111.0
2021-12-18,855.0,7468.0,827.0,90418,125.0
2021-12-19,858.0,7623.0,1012.0,82886,45.0
2021-12-20,859.0,7865.0,1195.0,91743,44.0
2021-12-21,849.0,8072.0,1233.0,90629,172.0
2021-12-22,842.0,8291.0,1398.0,109655,140.0
2021-12-23,840.0,8325.0,1382.0,119789,147.0
2021-12-24,835.0,8542.0,1164.0,122186,137.0
2021-12-25,838.0,8350.0,1388.0,121880,10.0
2021-12-26,851.0,8764.0,1519.0,119923,3.0
2021-12-27,870.0,9782.0,1933.0,109077,143.0
2021-12-28,851.0,10937.0,2272.0,138831,19.0
2021-12-29,868.0,11978.0,2585.0,183037,57.0
2021-12-30,875.0,13161.0,2342.0,189213,332.0
2021-12-31,883.0,14176.0,2036.0,189846,203.0
2022-01-01,857.0,14497.0,2034.0,179637,162.0
2022-01-02,864.0,15128.0,2078.0,151663,73.0
2022-01-03,878.0,16310.0,,157758,42.0
2022-01-04,900.0,17295.0,,218724,49.0
2022-01-05,875.0,17988.0,,194747,334.0
2022-01-06,,,,179756,231.0
